Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index
20241011_trial-2_59199_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp16,0,1902.8,30,59187,Middle,Position,START,16.167,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp16,485
20241011_trial-2_59200_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp17,0,1902.8,30,59187,Middle,Position,STOP,17.733,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp17,532
20241011_trial-2_59201_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp18,0,1902.8,30,59187,Right,Position,START,17.733,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp18,532
20241011_trial-2_59202_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp19,0,1902.8,30,59187,Right,Position,STOP,18.633,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp19,559
20241011_trial-2_59203_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp20,0,1902.8,30,59187,Right cage,Position,START,18.633,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp20,559
20241011_trial-2_59204_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp21,0,1902.8,30,59187,Right,Position,START,19.767,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp21,593
20241011_trial-2_59205_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp22,0,1902.8,30,59187,Right cage,Position,STOP,19.767,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp22,593
20241011_trial-2_59206_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp23,0,1902.8,30,59187,Right,Position,STOP,20.533,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp23,616
20241011_trial-2_59207_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp24,0,1902.8,30,59187,Right cage,Position,START,20.533,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp24,616
20241011_trial-2_59208_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp25,0,1902.8,30,59187,Right,Position,START,20.967,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp25,629
20241011_trial-2_59209_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp26,0,1902.8,30,59187,Right cage,Position,STOP,20.967,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp26,629
20241011_trial-2_59210_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp27,0,1902.8,30,59187,Right,Position,STOP,27.933,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp27,838
20241011_trial-2_59211_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp28,0,1902.8,30,59187,Right cage,Position,START,27.933,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp28,838
20241011_trial-2_59212_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp29,0,1902.8,30,59187,Right,Position,START,30.1,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp29,903
20241011_trial-2_59213_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp30,0,1902.8,30,59187,Right cage,Position,STOP,30.1,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp30,903
20241011_trial-2_59214_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp31,0,1902.8,30,59187,Middle,Position,START,31.733,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp31,952
20241011_trial-2_59215_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp32,0,1902.8,30,59187,Right,Position,STOP,31.733,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp32,952
20241011_trial-2_59216_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp33,0,1902.8,30,59187,Left,Position,START,32.933,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp33,988
20241011_trial-2_59217_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp34,0,1902.8,30,59187,Middle,Position,STOP,32.933,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp34,988
20241011_trial-2_59218_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp35,0,1902.8,30,59187,Left,Position,STOP,36.167,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp35,1085
20241011_trial-2_59219_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp36,0,1902.8,30,59187,Left cage,Position,START,36.167,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp36,1085
20241011_trial-2_59220_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp37,0,1902.8,30,59187,Left,Position,START,38.133,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp37,1144
20241011_trial-2_59221_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp38,0,1902.8,30,59187,Left cage,Position,STOP,38.133,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp38,1144
20241011_trial-2_59222_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp39,0,1902.8,30,59187,Left,Position,STOP,42.2,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp39,1266
20241011_trial-2_59223_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp40,0,1902.8,30,59187,Left cage,Position,START,42.2,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp40,1266
20241011_trial-2_59224_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp41,0,1902.8,30,59187,Left,Position,START,42.367,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp41,1271
20241011_trial-2_59225_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp42,0,1902.8,30,59187,Left cage,Position,STOP,42.367,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp42,1271
20241011_trial-2_59226_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp43,0,1902.8,30,59187,Left,Position,STOP,44.033,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp43,1321
20241011_trial-2_59227_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp44,0,1902.8,30,59187,Left cage,Position,START,44.033,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp44,1321
20241011_trial-2_59228_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp45,0,1902.8,30,59187,Left,Position,START,45.133,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp45,1354
20241011_trial-2_59229_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp46,0,1902.8,30,59187,Left cage,Position,STOP,45.133,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp46,1354
20241011_trial-2_59230_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp47,0,1902.8,30,59187,Left,Position,STOP,46.6,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp47,1398
20241011_trial-2_59231_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp48,0,1902.8,30,59187,Middle,Position,START,46.6,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp48,1398
20241011_trial-2_59232_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp49,0,1902.8,30,59187,Middle,Position,STOP,51.833,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp49,1555
20241011_trial-2_59233_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp50,0,1902.8,30,59187,Right,Position,START,51.833,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp50,1555
20241011_trial-2_59234_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp51,0,1902.8,30,59187,Right cage,Position,START,53.633,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp51,1599
20241011_trial-2_59235_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp52,0,1902.8,30,59187,Right,Position,START,54.2,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp52,1616
20241011_trial-2_59236_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp53,0,1902.8,30,59187,Right cage,Position,STOP,54.2,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp53,1616
20241011_trial-2_59237_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp54,0,1902.8,30,59187,Right cage,Position,START,54.7,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp54,1631
20241011_trial-2_59238_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp55,0,1902.8,30,59187,Right,Position,START,57.467,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp55,1714
20241011_trial-2_59239_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp56,0,1902.8,30,59187,Right cage,Position,STOP,57.467,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp56,1714
20241011_trial-2_59240_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp57,0,1902.8,30,59187,Right,Position,STOP,58.067,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp57,1732
20241011_trial-2_59241_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp58,0,1902.8,30,59187,Right cage,Position,START,58.067,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp58,1732
20241011_trial-2_59242_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp59,0,1902.8,30,59187,Right,Position,START,59.367,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp59,1771
20241011_trial-2_59243_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp60,0,1902.8,30,59187,Right cage,Position,STOP,59.367,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp60,1771
20241011_trial-2_59244_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp61,0,1902.8,30,59187,Middle,Position,START,59.633,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp61,1789
20241011_trial-2_59245_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp62,0,1902.8,30,59187,Right,Position,STOP,59.633,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp62,1789
20241011_trial-2_59246_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp63,0,1902.8,30,59187,Left,Position,START,60.433,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp63,1813
20241011_trial-2_59247_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp64,0,1902.8,30,59187,Middle,Position,STOP,60.433,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp64,1813
20241011_trial-2_59248_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp65,0,1902.8,30,59187,Left,Position,STOP,61,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp65,1830
20241011_trial-2_59249_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp66,0,1902.8,30,59187,Left cage,Position,START,61,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp66,1830
20241011_trial-2_59250_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp67,0,1902.8,30,59187,Left,Position,START,62.567,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp67,1877
20241011_trial-2_59251_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp68,0,1902.8,30,59187,Left cage,Position,STOP,62.567,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp68,1877
20241011_trial-2_59252_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp69,0,1902.8,30,59187,Left,Position,STOP,64.2,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp69,1926
20241011_trial-2_59253_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp70,0,1902.8,30,59187,Left cage,Position,START,64.2,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp70,1926
20241011_trial-2_59254_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp71,0,1902.8,30,59187,Left,Position,START,76.467,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp71,2294
20241011_trial-2_59255_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp72,0,1902.8,30,59187,Left cage,Position,STOP,76.467,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp72,2294
20241011_trial-2_59256_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp73,0,1902.8,30,59187,Left,Position,STOP,77.233,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp73,2317
20241011_trial-2_59257_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp74,0,1902.8,30,59187,Middle,Position,START,77.233,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp74,2317
20241011_trial-2_59258_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp75,0,1902.8,30,59187,Middle,Position,STOP,79.667,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp75,2390
20241011_trial-2_59259_M,56:41.3,,1802.2,Media file(s),player #1:C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/20241011_trial-2_59187/20241011_trial-2_59187_M.mp76,0,1902.8,30,59187,Right,Position,START,79.667,C:/研究/鼠類對水鹿排遺反應/高田前測/實驗影片/1011_trial-2_59187/20241011_trial-2_59187_M.mp76,2390
